Ia,Ib,Ic,RPM,Classe
-412,277,121,1795,2
-412,262,136,1795,2
-411,247,150,1795,2
-410,231,165,1795,2
-410,213,183,1795,2
-410,194,203,1795,2
-409,172,224,1795,2
-406,149,244,1795,2
-404,127,265,1795,2
-400,101,287,1795,2
-396,75,309,1795,2
-392,52,328,1795,2
-388,31,346,1795,2
-384,11,362,1795,2
-379,-7,376,1795,2
-376,-26,391,1795,2
-370,-42,402,1795,2
-363,-55,409,1795,2
-358,-66,415,1795,2
-352,-79,422,1795,2
-345,-95,430,1795,2
-335,-110,437,1795,2
-322,-129,442,1795,2
-307,-150,449,1795,2
-292,-171,455,1795,2
-274,-195,462,1795,2
-255,-223,470,1795,2
-232,-254,479,1795,2
-208,-285,486,1795,2
-184,-315,493,1795,2
-159,-345,498,1795,2
-132,-375,501,1795,2
-106,-403,503,1795,2
-82,-429,506,1795,2
-60,-452,508,1795,2
-41,-473,509,1795,2
-21,-493,510,1795,2
-2,-511,510,1795,2
14,-523,506,1795,2
27,-531,501,1795,2
39,-538,496,1795,2
53,-544,487,1795,2
68,-547,476,1795,2
83,-547,461,1795,2
99,-542,440,1795,2
115,-535,416,1795,2
132,-524,389,1795,2
151,-512,358,1795,2
172,-501,325,1795,2
194,-488,290,1795,2
216,-474,253,1795,2
239,-459,215,1795,2
262,-443,176,1795,2
284,-427,139,1795,2
303,-413,105,1795,2
322,-400,73,1795,2
339,-387,43,1795,2
356,-376,15,1795,2
372,-365,-12,1795,2
381,-353,-34,1795,2
386,-342,-51,1795,2
391,-332,-66,1795,2
397,-321,-83,1795,2
402,-310,-100,1795,2
404,-296,-115,1795,2
404,-281,-131,1795,2
404,-266,-146,1795,2
403,-251,-160,1795,2
403,-233,-178,1795,2
404,-214,-198,1795,2
403,-192,-219,1795,2
400,-170,-239,1795,2
397,-147,-260,1795,2
395,-121,-282,1795,2
392,-96,-305,1795,2
387,-73,-324,1795,2
384,-51,-342,1795,2
-40,-475,510,1791,2
-21,-493,509,1791,2
-4,-508,508,1791,2
10,-520,506,1791,2
25,-531,502,1791,2
40,-540,496,1791,2
55,-545,486,1791,2
70,-546,472,1791,2
84,-543,456,1791,2
99,-537,435,1791,2
116,-531,412,1791,2
135,-523,384,1791,2
155,-512,353,1791,2
176,-500,320,1791,2
197,-485,284,1791,2
220,-470,246,1791,2
244,-455,207,1791,2
266,-441,170,1791,2
287,-426,134,1791,2
308,-412,99,1791,2
328,-399,66,1791,2
347,-386,34,1791,2
361,-374,7,1791,2
372,-362,-15,1791,2
381,-352,-35,1791,2
390,-342,-54,1791,2
399,-333,-73,1791,2
404,-321,-89,1791,2
405,-307,-104,1791,2
404,-294,-117,1791,2
404,-281,-131,1791,2
406,-266,-148,1791,2
407,-249,-165,1791,2
407,-231,-184,1791,2
406,-211,-203,1791,2
403,-191,-221,1791,2
401,-169,-241,1791,2
400,-144,-264,1791,2
397,-120,-286,1791,2
393,-96,-306,1791,2
389,-74,-325,1791,2
384,-52,-342,1791,2
380,-31,-360,1791,2
376,-12,-374,1791,2
371,3,-386,1791,2
367,17,-395,1791,2
362,30,-403,1791,2
356,45,-413,1791,2
350,59,-421,1791,2
341,74,-427,1791,2
329,91,-433,1791,2
317,108,-438,1791,2
304,128,-445,1791,2
288,152,-453,1791,2
270,178,-462,1791,2
248,208,-470,1791,2
225,238,-478,1791,2
202,268,-485,1791,2
177,299,-491,1791,2
151,330,-496,1791,2
125,360,-500,1791,2
100,387,-504,1791,2
77,412,-506,1791,2
55,437,-508,1791,2
33,459,-509,1791,2
14,477,-508,1791,2
-2,492,-507,1791,2
-17,504,-505,1791,2
-31,515,-501,1791,2
-46,524,-496,1791,2
-61,529,-486,1791,2
-76,530,-472,1791,2
-90,527,-455,1791,2
-105,521,-435,1791,2
-123,515,-411,1791,2
-141,506,-383,1791,2
-161,496,-353,1791,2
-182,484,-319,1791,2
-204,469,-283,1791,2
-226,454,-244,1791,2
-250,438,-205,1791,2
-273,424,-168,1791,2
-294,410,-132,1791,2
-315,395,-97,1791,2
-334,382,-64,1791,2
-353,369,-32,1791,2
-368,357,-4,1791,2
-379,346,17,1791,2
-387,335,36,1791,2
-396,325,56,1791,2
-405,315,75,1791,2
-410,304,92,1791,2
-412,291,106,1791,2
-411,278,119,1791,2
-411,264,133,1791,2
-413,249,150,1791,2
-414,232,168,1791,2
-414,214,186,1791,2
-413,194,205,1791,2
-410,173,224,1791,2
-408,151,244,1791,2
-406,126,267,1791,2
-402,101,289,1791,2
-398,77,309,1791,2
-395,55,328,1791,2
-390,33,345,1791,2
-386,12,363,1791,2
-381,-7,378,1791,2
-376,-24,389,1791,2
-372,-37,398,1791,2
-367,-49,406,1791,2
-362,-64,415,1791,2
-356,-78,424,1791,2
-347,-93,430,1791,2
-336,-109,435,1791,2
-322,-126,440,1791,2
-309,-146,446,1791,2
-294,-169,455,1791,2
-276,-195,463,1791,2
-255,-225,472,1791,2
-232,-255,479,1791,2
-208,-284,485,1791,2
-183,-315,491,1791,2
-156,-346,496,1791,2
-131,-375,500,1791,2
-106,-403,503,1791,2
-83,-428,505,1791,2
-61,-452,507,1791,2
-39,-474,508,1791,2
-19,-492,507,1791,2
-3,-507,505,1791,2
11,-519,503,1791,2
25,-529,499,1791,2
41,-537,493,1791,2
55,-543,484,1791,2
69,-543,470,1791,2
83,-540,453,1791,2
98,-534,433,1791,2
115,-528,409,1791,2
134,-520,382,1791,2
154,-509,351,1791,2
175,-497,317,1791,2
197,-482,281,1791,2
219,-466,243,1791,2
242,-451,204,1791,2
265,-436,166,1791,2
286,-422,131,1791,2
306,-408,96,1791,2
326,-394,62,1791,2
345,-381,31,1791,2
360,-369,3,1791,2
371,-357,-20,1791,2
379,-347,-38,1791,2
387,-337,-57,1791,2
395,-327,-75,1791,2
400,-315,-92,1791,2
402,-302,-107,1791,2
402,-289,-120,1791,2
401,-275,-133,1791,2
402,-260,-149,1791,2
403,-244,-167,1791,2
402,-225,-185,1791,2
402,-205,-204,1791,2
399,-184,-223,1791,2
396,-163,-242,1791,2
394,-138,-265,1791,2
391,-112,-288,1791,2
387,-89,-308,1791,2
383,-67,-326,1791,2
379,-45,-343,1791,2
374,-24,-360,1791,2
370,-5,-376,1791,2
365,12,-387,1791,2
360,25,-396,1791,2
355,37,-403,1791,2
350,50,-412,1791,2
344,65,-420,1791,2
335,80,-427,1791,2
324,96,-433,1791,2
311,114,-437,1791,2
297,133,-443,1791,2
282,156,-451,1791,2
263,182,-459,1791,2
242,211,-467,1791,2
218,242,-474,1791,2
195,272,-481,1791,2
170,302,-486,1791,2
143,333,-491,1791,2
117,362,-495,1791,2
93,390,-499,1791,2
69,415,-501,1791,2
47,439,-502,1791,2
25,462,-503,1791,2
5,479,-502,1791,2
-11,494,-500,1791,2
-25,505,-498,1791,2
-38,515,-494,1791,2
-53,523,-488,1791,2
-68,529,-479,1791,2
-83,529,-465,1791,2
-97,526,-447,1791,2
-111,520,-427,1791,2
-127,513,-404,1791,2
-145,504,-376,1791,2
-165,493,-346,1791,2
-187,481,-312,1791,2
-208,466,-276,1791,2
-229,451,-239,1791,2
-253,435,-200,1791,2
-275,420,-162,1791,2
-296,407,-127,1791,2
-316,392,-93,1791,2
-335,379,-60,1791,2
-353,366,-29,1791,2
-369,354,-1,1791,2
-379,342,21,1791,2
-386,331,40,1791,2
-394,322,58,1791,2
-403,312,77,1791,2
-409,301,93,1791,2
-411,288,109,1791,2
-410,275,122,1791,2
-409,261,135,1791,2
-410,246,150,1791,2
-412,230,168,1791,2
-412,212,186,1791,2
-411,193,206,1791,2
-409,172,225,1791,2
-407,150,244,1791,2
-404,125,266,1791,2
-401,100,288,1791,2
-398,78,308,1791,2
-394,56,327,1791,2
-390,35,344,1791,2
-386,14,361,1791,2
-381,-6,376,1791,2
-376,-22,388,1791,2
-371,-36,396,1791,2
-367,-48,404,1791,2
-362,-61,413,1791,2
-356,-76,423,1791,2
-348,-91,430,1791,2
-336,-108,435,1791,2
-323,-125,440,1791,2
-309,-145,446,1791,2
-295,-168,455,1791,2
-277,-194,463,1791,2
-255,-223,471,1791,2
-233,-255,480,1791,2
-209,-285,487,1791,2
-184,-315,493,1791,2
-157,-346,497,1791,2
-131,-376,501,1791,2
-107,-404,505,1791,2
-84,-429,507,1791,2
-62,-452,509,1791,2
-40,-475,510,1791,2
-20,-494,509,1791,2
-3,-509,508,1791,2
11,-521,505,1791,2
25,-530,502,1791,2
40,-539,496,1791,2
55,-545,486,1791,2
70,-547,473,1791,2
85,-545,456,1791,2
100,-538,435,1791,2
117,-531,411,1791,2
136,-522,384,1791,2
155,-512,353,1791,2
176,-500,320,1791,2
198,-486,284,1791,2
220,-471,246,1791,2
244,-455,207,1791,2
267,-440,169,1791,2
288,-426,133,1791,2
308,-412,98,1791,2
327,-398,66,1791,2
347,-387,34,1791,2
362,-374,6,1791,2
373,-362,-17,1791,2
381,-352,-36,1791,2
389,-341,-54,1791,2
397,-332,-73,1791,2
403,-321,-89,1791,2
406,-308,-105,1791,2
405,-293,-119,1791,2
404,-280,-132,1791,2
406,-265,-148,1791,2
406,-248,-166,1791,2
406,-231,-184,1791,2
407,-211,-203,1791,2
404,-190,-223,1791,2
401,-168,-242,1791,2
399,-144,-264,1791,2
397,-119,-287,1791,2
393,-95,-307,1791,2
388,-73,-326,1791,2
384,-52,-343,1791,2
380,-31,-360,1791,2
376,-11,-375,1791,2
371,5,-387,1791,2
366,19,-397,1791,2
362,31,-404,1791,2
356,45,-413,1791,2
350,60,-421,1791,2
341,75,-428,1791,2
330,92,-434,1791,2
317,110,-439,1791,2
304,130,-446,1791,2
288,153,-454,1791,2
270,179,-462,1791,2
249,208,-471,1791,2
226,239,-479,1791,2
202,269,-485,1791,2
178,300,-492,1791,2
151,330,-497,1791,2
125,360,-500,1791,2
100,388,-504,1791,2
77,413,-506,1791,2
55,436,-508,1791,2
33,459,-510,1791,2
13,478,-509,1791,2
-3,493,-507,1791,2
-18,505,-505,1791,2
-31,515,-501,1791,2
-46,523,-495,1791,2
-61,530,-487,1791,2
-76,531,-473,1791,2
-91,528,-455,1791,2
-106,522,-435,1791,2
-123,515,-411,1791,2
-141,506,-382,1791,2
-162,495,-352,1791,2
-183,484,-319,1791,2
-205,470,-283,1791,2
-227,454,-245,1791,2
-250,439,-205,1791,2
-274,424,-167,1791,2
-295,409,-131,1791,2
-315,395,-96,1791,2
-334,382,-64,1791,2
-353,370,-32,1791,2
-370,358,-4,1791,2
-381,346,19,1791,2
-389,335,38,1791,2
-396,325,56,1791,2
-405,315,75,1791,2
-411,304,92,1791,2
-414,292,107,1791,2
-414,278,121,1791,2
-413,264,134,1791,2
-413,249,150,1791,2
-414,232,168,1791,2
-414,214,186,1791,2
-414,195,206,1791,2
-412,173,225,1791,2
-409,151,245,1791,2
-406,127,266,1791,2
-402,101,289,1791,2
-398,76,310,1791,2
-394,54,328,1791,2
-390,33,345,1791,2
-386,12,362,1791,2
-382,-7,378,1791,2
-377,-24,390,1791,2
-371,-38,399,1791,2
-366,-50,406,1791,2
-361,-64,414,1791,2
-355,-78,423,1791,2
-347,-93,431,1791,2
-336,-110,436,1791,2
-322,-128,440,1791,2
-308,-148,447,1791,2
-293,-170,455,1791,2
-275,-196,463,1791,2
-254,-225,472,1791,2
-231,-256,480,1791,2
-207,-286,486,1791,2
-183,-316,491,1791,2
-156,-346,496,1791,2
-130,-376,499,1791,2
-105,-404,502,1791,2
-82,-429,505,1791,2
-60,-452,507,1791,2
-38,-475,508,1791,2
-18,-493,507,1791,2
-2,-508,505,1791,2
13,-520,503,1791,2
26,-529,499,1791,2
40,-537,493,1791,2
55,-543,484,1791,2
70,-545,471,1791,2
84,-541,453,1791,2
99,-535,432,1791,2
115,-528,409,1791,2
135,-519,381,1791,2
155,-508,350,1791,2
176,-497,317,1791,2
197,-482,281,1791,2
219,-466,243,1791,2
242,-451,204,1791,2
266,-436,165,1791,2
287,-421,129,1791,2
307,-407,95,1791,2
325,-393,62,1791,2
344,-380,31,1791,2
360,-369,2,1791,2
372,-357,-21,1791,2
380,-346,-40,1791,2
386,-336,-57,1791,2
394,-326,-75,1791,2
400,-315,-92,1791,2
402,-302,-108,1791,2
402,-288,-122,1791,2
401,-274,-135,1791,2
401,-260,-149,1791,2
402,-243,-167,1791,2
402,-225,-186,1791,2
402,-205,-205,1791,2
400,-184,-224,1791,2
396,-162,-243,1791,2
394,-138,-265,1791,2
391,-112,-288,1791,2
387,-88,-309,1791,2
383,-66,-328,1791,2
379,-45,-344,1791,2
374,-25,-360,1791,2
370,-5,-376,1791,2
365,12,-388,1791,2
360,26,-397,1791,2
355,38,-404,1791,2
350,50,-411,1791,2
343,65,-420,1791,2
335,80,-427,1791,2
324,96,-433,1791,2
311,114,-438,1791,2
296,134,-443,1791,2
281,156,-450,1791,2
263,182,-458,1791,2
242,211,-467,1791,2
219,242,-475,1791,2
195,272,-481,1791,2
170,302,-487,1791,2
144,332,-491,1791,2
117,362,-494,1791,2
93,390,-498,1791,2
70,415,-501,1791,2
48,438,-502,1791,2
26,461,-503,1791,2
6,480,-503,1791,2
-11,494,-501,1791,2
-25,506,-498,1791,2
-38,515,-494,1791,2
-52,522,-488,1791,2
-67,528,-479,1791,2
-82,530,-466,1791,2
-97,527,-448,1791,2
-112,521,-427,1791,2
-127,513,-404,1791,2
-145,503,-376,1791,2
-165,493,-345,1791,2
-186,481,-312,1791,2
-208,467,-276,1791,2
-230,451,-239,1791,2
-252,435,-200,1791,2
-275,420,-161,1791,2
-296,406,-126,1791,2
-316,392,-92,1791,2
-334,379,-60,1791,2
-353,366,-29,1791,2
-369,355,-1,1791,2
-380,343,23,1791,2
-388,331,42,1791,2
-394,322,58,1791,2
-402,312,76,1791,2
-408,301,93,1791,2
-412,289,109,1791,2
-412,274,123,1791,2
-410,261,136,1791,2
-410,246,150,1791,2
-411,230,168,1791,2
-412,212,186,1791,2
-412,193,205,1791,2
-410,172,226,1791,2
-407,150,245,1791,2
-404,126,266,1791,2
-401,101,288,1791,2
-397,77,308,1791,2
-393,55,327,1791,2
-389,35,344,1791,2
-385,14,360,1791,2
-381,-5,376,1791,2
-376,-22,388,1791,2
-370,-37,397,1791,2
-366,-49,404,1791,2
-361,-61,412,1791,2
-355,-76,421,1791,2
-348,-91,429,1791,2
-337,-108,435,1791,2
-323,-126,440,1791,2
-309,-147,446,1791,2
-294,-169,455,1791,2
-276,-195,463,1791,2
-256,-223,471,1791,2
-233,-254,480,1791,2
-209,-285,487,1791,2
-184,-316,493,1791,2
-158,-346,498,1791,2
-132,-376,502,1791,2
-107,-404,505,1791,2
-84,-429,507,1791,2
-62,-452,509,1791,2
-40,-475,510,1791,2
-21,-493,509,1791,2
-4,-508,508,1791,2
10,-520,506,1791,2
25,-531,502,1791,2
40,-540,496,1791,2
55,-545,486,1791,2
70,-546,472,1791,2
84,-543,456,1791,2
99,-537,435,1791,2
116,-531,412,1791,2
135,-523,384,1791,2
155,-512,353,1791,2
176,-500,320,1791,2
197,-485,284,1791,2
220,-470,246,1791,2
244,-455,207,1791,2
266,-441,170,1791,2
287,-426,134,1791,2
308,-412,99,1791,2
328,-399,66,1791,2
347,-386,34,1791,2
361,-374,7,1791,2
372,-362,-15,1791,2
381,-352,-35,1791,2
390,-342,-54,1791,2
399,-333,-73,1791,2
404,-321,-89,1791,2
405,-307,-104,1791,2
404,-294,-117,1791,2
404,-281,-131,1791,2
406,-266,-148,1791,2
407,-249,-165,1791,2
407,-231,-184,1791,2
406,-211,-203,1791,2
403,-191,-221,1791,2
401,-169,-241,1791,2
400,-144,-264,1791,2
397,-120,-286,1791,2
393,-96,-306,1791,2
389,-74,-325,1791,2
384,-52,-342,1791,2
380,-31,-360,1791,2
376,-12,-374,1791,2
371,3,-386,1791,2
367,17,-395,1791,2
362,30,-403,1791,2
356,45,-413,1791,2
350,59,-421,1791,2
341,74,-427,1791,2
329,91,-433,1791,2
317,108,-438,1791,2
304,128,-445,1791,2
288,152,-453,1791,2
270,178,-462,1791,2
248,208,-470,1791,2
225,238,-478,1791,2
202,268,-485,1791,2
177,299,-491,1791,2
151,330,-496,1791,2
125,360,-500,1791,2
100,387,-504,1791,2
77,412,-506,1791,2
55,437,-508,1791,2
33,459,-509,1791,2
14,477,-508,1791,2
-2,492,-507,1791,2
-17,504,-505,1791,2
-31,515,-501,1791,2
-46,524,-496,1791,2
-61,529,-486,1791,2
-76,530,-472,1791,2
-90,527,-455,1791,2
-105,521,-435,1791,2
-123,515,-411,1791,2
-141,506,-383,1791,2
-161,496,-353,1791,2
-182,484,-319,1791,2
-204,469,-283,1791,2
-226,454,-244,1791,2
-250,438,-205,1791,2
-273,424,-168,1791,2
-294,410,-132,1791,2
-315,395,-97,1791,2
-334,382,-64,1791,2
-353,369,-32,1791,2
-368,357,-4,1791,2
-379,346,17,1791,2
-387,335,36,1791,2
-396,325,56,1791,2
-405,315,75,1791,2
-410,304,92,1791,2
-412,291,106,1791,2
-411,278,119,1791,2
-411,264,133,1791,2
-413,249,150,1791,2
-414,232,168,1791,2
-414,214,186,1791,2
-413,194,205,1791,2
-410,173,224,1791,2
-408,151,244,1791,2
-406,126,267,1791,2
-402,101,289,1791,2
-398,77,309,1791,2
-395,55,328,1791,2
-390,33,345,1791,2
-386,12,363,1791,2
-381,-7,378,1791,2
-376,-24,389,1791,2
-372,-37,398,1791,2
-367,-49,406,1791,2
-362,-64,415,1791,2
-356,-78,424,1791,2
-347,-93,430,1791,2
-336,-109,435,1791,2
-322,-126,440,1791,2
-309,-146,446,1791,2
-294,-169,455,1791,2
-276,-195,463,1791,2
-255,-225,472,1791,2
-232,-255,479,1791,2
-208,-284,485,1791,2
-183,-315,491,1791,2
-156,-346,496,1791,2
-131,-375,500,1791,2
-106,-403,503,1791,2
-83,-428,505,1791,2
-61,-452,507,1791,2
-39,-474,508,1791,2
-19,-492,507,1791,2
-3,-507,505,1791,2
11,-519,503,1791,2
25,-529,499,1791,2
41,-537,493,1791,2
55,-543,484,1791,2
69,-543,470,1791,2
83,-540,453,1791,2
98,-534,433,1791,2
115,-528,409,1791,2
134,-520,382,1791,2
154,-509,351,1791,2
175,-497,317,1791,2
197,-482,281,1791,2
219,-466,243,1791,2
242,-451,204,1791,2
265,-436,166,1791,2
286,-422,131,1791,2
306,-408,96,1791,2
326,-394,62,1791,2
345,-381,31,1791,2
360,-369,3,1791,2
371,-357,-20,1791,2
379,-347,-38,1791,2
387,-337,-57,1791,2
395,-327,-75,1791,2
400,-315,-92,1791,2
402,-302,-107,1791,2
402,-289,-120,1791,2
401,-275,-133,1791,2
402,-260,-149,1791,2
403,-244,-167,1791,2
402,-225,-185,1791,2
402,-205,-204,1791,2
399,-184,-223,1791,2
396,-163,-242,1791,2
394,-138,-265,1791,2
391,-112,-288,1791,2
387,-89,-308,1791,2
383,-67,-326,1791,2
379,-45,-343,1791,2
374,-24,-360,1791,2
370,-5,-376,1791,2
365,12,-387,1791,2
360,25,-396,1791,2
355,37,-403,1791,2
350,50,-412,1791,2
344,65,-420,1791,2
335,80,-427,1791,2
324,96,-433,1791,2
311,114,-437,1791,2
297,133,-443,1791,2
282,156,-451,1791,2
263,182,-459,1791,2
242,211,-467,1791,2
218,242,-474,1791,2
195,272,-481,1791,2
170,302,-486,1791,2
143,333,-491,1791,2
117,362,-495,1791,2
93,390,-499,1791,2
69,415,-501,1791,2
47,439,-502,1791,2
25,462,-503,1791,2
5,479,-502,1791,2
-11,494,-500,1791,2
-25,505,-498,1791,2
-38,515,-494,1791,2
-53,523,-488,1791,2
-68,529,-479,1791,2
-83,529,-465,1791,2
-97,526,-447,1791,2
-111,520,-427,1791,2
-127,513,-404,1791,2
-145,504,-376,1791,2
-165,493,-346,1791,2
-187,481,-312,1791,2
-208,466,-276,1791,2
-229,451,-239,1791,2
